Id,SalePrice
1461,122810.08
1462,164800.72
1463,178501.27
1464,196743.12
1465,200953.66
1466,174819.52
1467,168220.12
1468,171585.4
1469,191725.19
1470,116875.805
1471,196302.72
1472,90414.5
1473,95782.13
1474,155810.7
1475,131320.17
1476,412511.06
1477,262083.27
1478,299843.6
1479,253571.8
1480,502224.9
1481,330680.22
1482,204800.7
1483,170158.73
1484,169265.16
1485,181617.88
1486,195767.84
1487,333818.03
1488,238530.31
1489,207146.06
1490,221138.45
1491,186301.62
1492,87676.625
1493,178408.52
1494,302507.0
1495,288061.56
1496,227176.77
1497,187801.14
1498,159935.5
1499,156854.17
1500,142982.11
1501,170035.28
1502,142179.86
1503,275478.06
1504,242739.27
1505,226140.08
1506,199253.95
1507,230816.33
1508,191291.06
1509,158554.27
1510,151539.3
1511,148212.55
1512,168970.97
1513,153389.22
1514,138388.08
1515,193095.73
1516,152487.72
1517,150642.05
1518,136659.38
1519,205322.84
1520,136340.31
1521,138334.64
1522,170510.42
1523,117738.44
1524,122029.836
1525,127123.875
1526,127431.22
1527,96841.71
1528,126555.35
1529,149081.53
1530,186023.77
1531,95065.21
1532,94794.695
1533,153685.44
1534,124024.13
1535,140675.06
1536,113853.28
1537,75861.66
1538,153982.81
1539,185459.25
1540,87196.66
1541,147506.92
1542,135222.55
1543,234440.88
1544,69639.48
1545,111878.29
1546,132029.3
1547,132352.03
1548,136558.67
1549,109888.73
1550,132152.11
1551,108311.83
1552,132782.75
1553,135622.27
1554,122330.234
1555,150682.28
1556,88225.68
1557,128827.75
1558,95590.69
1559,62710.35
1560,136118.67
1561,141051.2
1562,126481.625
1563,115552.5
1564,154584.16
1565,152075.84
1566,224372.11
1567,67456.22
1568,225242.55
1569,127730.04
1570,133773.78
1571,118160.71
1572,149169.69
1573,217006.28
1574,131031.08
1575,219652.45
1576,225417.25
1577,188589.2
1578,142400.38
1579,144636.64
1580,196372.92
1581,140066.36
1582,123882.52
1583,354689.62
1584,228689.02
1585,142308.6
1586,67470.5
1587,100234.086
1588,150226.14
1589,101457.6
1590,135798.28
1591,98566.664
1592,107980.34
1593,133883.8
1594,116251.945
1595,108570.99
1596,246816.62
1597,170630.3
1598,215965.94
1599,184444.7
1600,182442.8
1601,71203.27
1602,112936.99
1603,67788.016
1604,282928.34
1605,237754.75
1606,172587.81
1607,172532.19
1608,218644.89
1609,196529.19
1610,152680.8
1611,147499.73
1612,167676.02
1613,156341.05
1614,119160.85
1615,85930.39
1616,81671.79
1617,89614.35
1618,121944.68
1619,141550.06
1620,161371.98
1621,135040.31
1622,140405.0
1623,267717.94
1624,207537.78
1625,131226.28
1626,160770.61
1627,179352.23
1628,276936.56
1629,183119.31
1630,332936.12
1631,204266.05
1632,252301.06
1633,170553.84
1634,185050.25
1635,179892.69
1636,153316.23
1637,181712.3
1638,198207.94
1639,177298.06
1640,271925.84
