Id,SalePrice
1461,125040.58639411682
1462,153673.85327688506
1463,171668.09553484307
1464,180101.98894799987
1465,201214.36143254742
1466,183144.2961438223
1467,165647.51349806975
1468,176469.65393378603
1469,186019.58016605524
1470,120542.87760593956
1471,193976.61817128168
1472,96484.28699082845
1473,98000.76731585113
1474,151208.1872032685
1475,146400.56678779318
1476,384266.5983930788
1477,247747.36759991487
1478,300834.7028156216
1479,259768.6838576603
1480,460705.7644958661
1481,323128.7066971553
1482,208035.81519384895
1483,174968.73067842948
1484,174582.51634804625
1485,169593.9163471843
1486,190835.8296236867
1487,315493.14747379976
1488,240061.969698349
1489,197071.1137061826
1490,187789.69087655732
1491,189745.78377537936
1492,97693.60699706335
1493,178552.5641746209
1494,296123.51178405504
1495,306255.3494776894
1496,222161.28106228102
1497,192328.44085295318
1498,154016.21043122152
1499,151949.39472076402
1500,152907.83766020343
1501,172826.032067917
1502,166516.03507459414
1503,267797.08671782695
1504,235892.07008785856
1505,211578.4845346444
1506,176020.25652721047
1507,208458.18936550713
1508,199897.1824284814
1509,164047.17023797505
1510,152071.44684531222
1511,157329.46065481557
1512,161822.2300744677
1513,153954.73169085596
1514,151528.9069159552
1515,166441.59956786607
1516,163234.53959802334
1517,151055.98549005412
1518,128563.82037140636
1519,210147.126258528
1520,137782.32097026327
1521,146495.23031043762
1522,166204.0237907103
1523,117656.08551571806
1524,121532.56142040582
1525,123738.98095717204
1526,123780.221545713
1527,101110.47171662225
1528,128845.89687500475
1529,143264.19410501246
1530,173099.26957465327
1531,120307.77244027423
1532,108099.9064977952
1533,137251.7086885217
1534,116840.6045273904
1535,151024.2170239085
1536,115933.22013358785
1537,75356.78818147852
1538,173046.22662641265
1539,204096.4629233603
1540,117390.84228072375
1541,143758.47333008575
1542,135994.98490382908
1543,215905.1200736951
1544,82532.85537689405
1545,103026.19604765506
1546,125027.45463529245
1547,133003.6637158373
1548,125029.19185941767
1549,117396.88387525466
1550,140010.5853881537
1551,120526.14335310373
1552,132537.8847595995
1553,143972.1955874736
1554,110472.09895699022
1555,165931.3876817933
1556,101025.71064888785
1557,125034.68732366554
1558,88194.9245449973
1559,99590.55763472858
1560,141248.6879818437
1561,139787.25792096616
1562,123005.29164284679
1563,125480.82945951611
1564,164227.7692002792
1565,151679.43576636817
1566,191658.4166217314
1567,79595.44953585355
1568,214969.45531200158
1569,128674.65890925647
1570,127126.52227797481
1571,125809.43527330374
1572,146413.48173819928
1573,231050.4614733281
1574,133086.88445403415
1575,196197.6870505104
1576,210261.30773299228
1577,198643.11621018487
1578,146575.33912664984
1579,140867.24843535005
1580,193385.4789912577
1581,135709.15716399206
1582,129159.6621105792
1583,336540.28410534526
1584,235199.9072208533
1585,141561.40938890228
1586,71714.02611927771
1587,105288.11620846874
1588,151082.45727244124
1589,99379.64549734104
1590,134299.37796690254
1591,105108.45034455699
1592,122704.27123469752
1593,116406.08983173936
1594,118967.86443713399
1595,124450.98091220955
1596,230594.70856764712
1597,157157.46125100955
1598,184604.3862097336
1599,183065.29329634074
1600,184638.90135173377
1601,72621.10479540042
1602,104517.76524671879
1603,89067.6881080286
1604,276111.68810805975
1605,255277.44472679822
1606,166517.8666718351
1607,173813.29732805784
1608,199748.79357355525
1609,191660.95671205604
1610,159341.38253035917
1611,148079.41777496235
1612,158460.7426190498
1613,164336.46434045295
1614,121534.84328769747
1615,82636.55159950562
1616,81220.09654268228
1617,87333.02088614485
1618,126784.0302962469
1619,132418.51446992825
1620,146162.6381506495
1621,143043.22073866948
1622,147229.2242920584
1623,275964.60107530263
1624,204772.59046455513
1625,126195.96304863013
1626,172284.79494185132
1627,184063.36818999535
1628,281859.32318023354
1629,175673.54856052005
1630,331278.71564552677
1631,218653.53965770072
1632,248166.15689451093
1633,170608.35962637668
1634,181616.41021992482
1635,175696.53869233938
1636,153550.42402843907
1637,170770.16197874397
1638,220120.80012599693
1639,182038.2450287891
1640,256568.2694692496
1641,183475.951338951
1642,215667.6363896886
1643,231800.33933307044
1644,221519.56157084942
1645,176531.4409516786
1646,154505.66126615144
1647,164562.4447029278
1648,143303.0383311963
1649,138980.51090937445
1650,120676.96798955376
1651,122821.5960698416
1652,96488.6060589694
1653,98628.52331482738
1654,157074.40659497035
1655,160849.23383774352
1656,151297.817806824
1657,155899.78607512673
1658,152817.61829564953
1659,145703.51344057004
1660,144915.0242595448
1661,443908.7687557023
1662,369337.56954276335
1663,373876.1613050207
1664,433066.02913952427
1665,311819.76339418406
1666,319376.406093086
1667,356616.0671639892
1668,322548.55403676745
1669,297570.61974429805
1670,341446.9563068133
1671,255565.34400308892
1672,474442.05151114846
1673,295506.2099964064
1674,252713.83373790956
1675,185171.86538626853
1676,190946.38760036541
1677,199583.85548217111
1678,443177.30045680405
1679,380576.56138732075
1680,308051.5175577406
1681,237706.00242195543
1682,303299.0566369553
1683,186882.904026593
1684,170343.3449822009
1685,173373.90535725758
1686,167754.3167493095
1687,166843.83613299846
1688,183113.54468846376
1689,187046.70933400275
1690,186608.8786855028
1691,176615.64398004528
1692,264267.0495515155
1693,167925.7774751891
1694,182145.69047530912
1695,168413.02333002552
1696,267977.6672904407
1697,170775.1278303164
1698,344517.6684109358
1699,308997.8593810966
1700,239035.7374140217
1701,262697.2685473659
1702,250487.32447416265
1703,253711.5166585438
1704,294443.07520969136
1705,219784.84827065552
1706,420307.84639743844
1707,198936.9746497924
1708,198175.772544003
1709,279413.7380225472
1710,214722.81206977618
1711,264730.80671925074
1712,230480.52827017277
1713,250868.99695934687
1714,229381.54200479112
1715,199120.97896022056
1716,176333.97277646503
1717,167873.10860119617
1718,131893.40329814915
1719,207610.1914573618
1720,244438.40375500286
1721,165022.45582202327
1722,127348.14580227979
1723,153098.5744383892
1724,202122.99848727198
1725,229914.6286099977
1726,179493.1903763435
1727,170677.50422319866
1728,190176.18459418305
1729,166315.52963166081
1730,161956.8220735489
1731,123207.71928525377
1732,133318.97202070328
1733,126206.08879385516
1734,129957.49007908022
1735,130290.8419547986
1736,112124.1015409555
1737,355865.9115831127
1738,217738.0333417139
1739,257330.81697028453
1740,179455.84714123065
1741,177429.22026025958
1742,171808.43942008636
1743,172011.57004707304
1744,301603.3714338506
1745,244722.82361341096
1746,243413.51794317414
1747,219820.1976775523
1748,214297.8316029415
1749,162821.66112783892
1750,148400.48786866895
1751,239088.40447851323
1752,123983.15036597656
1753,138150.09691775384
1754,218027.38521572214
1755,169439.25868626553
1756,119462.37435823865
1757,119498.23494444239
1758,146885.9627727572
1759,166134.6961256734
1760,163206.17423396895
1761,151727.9637031842
1762,173379.4594406554
1763,173387.36490491562
1764,117243.70882287438
1765,168075.88774306313
1766,167346.77172581924
1767,202924.79384015928
1768,138244.55101002054
1769,171063.43366645786
1770,137421.42242849193
1771,134527.9491078814
1772,138050.0926729545
1773,143333.30888463472
1774,133424.49851366272
1775,131663.27745384743
1776,119344.0157859281
1777,114601.0244176265
1778,130117.95727659228
1779,119859.53123682775
1780,178516.64325059368
1781,136630.42180788057
1782,97899.21997861426
1783,127252.68758283762
1784,95819.41619377548
1785,117344.94919214313
1786,136857.7756370745
1787,167546.63755944784
1788,61490.11465338887
1789,92619.35271564532
1790,83335.27545083874
1791,172861.90612914364
1792,155764.91983445635
1793,137168.92855186493
1794,138961.05365277073
1795,136430.50892896618
1796,116758.22588545848
1797,114290.05871786375
1798,123917.75745810645
1799,110445.26408465684
1800,127512.92456712988
1801,122200.65356616619
1802,155140.6384148047
1803,153459.86925000104
1804,141796.41735290733
1805,132961.95216974895
1806,118540.23547993101
1807,147397.31158906125
1808,119713.34892814828
1809,125527.90807717564
1810,139776.22631799875
1811,107419.01188182496
1812,113736.79241440733
1813,119811.73883330703
1814,97673.9736736117
1815,59452.92485068722
1816,101431.82714362405
1817,112969.81664417221
1818,130234.38509224841
1819,116714.60039073904
1820,76103.96650337146
1821,123543.67859304402
1822,145885.19145685664
1823,54820.00290338118
1824,131144.41101919068
1825,135099.26962410915
1826,103057.5492451668
1827,107390.70206326936
1828,133246.45598722406
1829,114193.57934205396
1830,140376.01444587816
1831,167641.58692846366
1832,113681.38498814992
1833,133338.48800437347
1834,129402.12644228216
1835,176294.0932435451
1836,125372.50617017903
1837,100524.67020881467
1838,132408.3474894557
1839,86734.58311563067
1840,158193.94640752455
1841,146498.6846664815
1842,90702.59031256134
1843,140028.21344068128
1844,129060.26402458182
1845,139998.9087318377
1846,152732.8502988685
1847,143074.11351399284
1848,61010.19590980976
1849,119870.98676180546
1850,129834.53286748723
1851,146722.7910949374
1852,128372.31035394844
1853,132786.99226932082
1854,173570.82877153135
1855,158789.44626499276
1856,225025.47677704744
1857,149871.30492822127
1858,134492.00136670886
1859,119972.07323151238
1860,146485.33820012046
1861,119732.33005905476
1862,291068.3743717099
1863,277316.1006683462
1864,277316.1006683462
1865,328360.38768185343
1866,329882.6089228072
1867,235876.1774345232
1868,289233.7844373745
1869,192729.5434951702
1870,232933.23738318868
1871,244366.72260206947
1872,169606.4551723421
1873,223423.9782103412
1874,135420.89596079852
1875,194387.50563914538
1876,190626.36629114012
1877,198527.51312456297
1878,202395.2840151312
1879,132275.1537477883
1880,133098.4474087501
1881,238641.04402974245
1882,257981.93020993902
1883,199509.95473489934
1884,218068.45356980176
1885,246588.31190636876
1886,291881.1280553494
1887,193593.2044477331
1888,273889.1638403311
1889,168716.61186277316
1890,130237.3056628704
1891,141882.6401733832
1892,110792.17550401461
1893,129360.26110302455
1894,131083.10461441756
1895,145734.3892906653
1896,126428.4421654596
1897,119612.1378145383
1898,103840.39751213274
1899,131535.14349764338
1900,151574.13139420334
1901,156247.25149798064
1902,145367.41672740172
1903,218133.9387809167
1904,137817.81704344452
1905,179840.58249749313
1906,149331.09950276455
1907,195613.2270104552
1908,115252.25824871143
1909,137080.15556139554
1910,130073.8555128072
1911,196222.32308999283
1912,269143.52496066224
1913,131178.36923694308
1914,57728.23982666997
1915,313932.0838268092
1916,69834.50762323673
1917,255831.93135689606
1918,135881.8439631634
1919,159413.02851672395
1920,142813.20647112123
1921,389953.9708869633
1922,339316.40085476043
1923,206753.69360475987
1924,222720.52737127803
1925,225493.34201761856
1926,369949.38851341704
1927,134279.9840741972
1928,161529.20381990512
1929,122298.46521246343
1930,127053.37461897885
1931,138399.5954515285
1932,139661.89314587918
1933,169891.44330192904
1934,178745.98752806347
1935,174419.3977819612
1936,188181.871348865
1937,183808.49986267617
1938,163673.274246353
1939,249600.42448688296
1940,199650.6848299352
1941,180085.28491882936
1942,191231.04390462008
1943,207482.25274549835
1944,320304.172776212
1945,355997.7503833954
1946,158986.4936134455
1947,295676.8619157691
1948,168850.6500340255
1949,253245.1928749431
1950,181353.5711843924
1951,250848.14832351383
1952,250171.6195969498
1953,167172.81671294617
1954,204625.43739033272
1955,138099.94641529972
1956,278271.43269353366
1957,162844.21540505765
1958,304837.7313276651
1959,139073.39752339647
1960,116369.49640333543
1961,122112.44988140081
1962,97878.97748147641
1963,104990.12050628697
1964,110934.70722818992
1965,151870.7068665642
1966,153958.41367089105
1967,281348.43912611995
1968,377462.6118222867
1969,374782.5461170445
1970,421484.94077970117
1971,416768.59716396726
1972,357934.3182855519
1973,269323.3741282663
1974,314610.3086612591
1975,432142.6603503383
1976,276431.56001128955
1977,362746.96009781136
1978,347906.1298867909
1979,319516.59007681336
1980,194211.99271671174
1981,329587.1485215905
1982,212302.01596414286
1983,208021.93116958177
1984,167851.84955832214
1985,202592.30509445773
1986,207194.21343061
1987,180999.22883405435
1988,178450.7726996959
1989,183701.30497798897
1990,217642.68661368324
1991,201196.7327353235
1992,215945.9640563006
1993,173197.32596165204
1994,241498.2877476623
1995,185796.04000625332
1996,252765.30920316585
1997,317270.1150308671
1998,343047.919919406
1999,253536.13761169932
2000,295671.23771988717
2001,279712.97887083574
2002,234425.80008008
2003,255349.9900804674
2004,266473.67887157324
2005,219240.9511634416
2006,212346.6430212844
2007,250329.2991709429
2008,197658.66623350035
2009,186137.32141380172
2010,191573.0534752248
2011,135510.33392813866
2012,177190.71000166112
2013,179191.23768755284
2014,183726.8566090803
2015,197155.0182377785
2016,190715.8641573633
2017,201523.26223278392
2018,123935.00434013826
2019,129824.17168768116
2020,115003.88028290294
2021,116545.20928836426
2022,176743.35600730125
2023,147665.94954941014
2024,214276.1698801521
2025,325733.8878731459
2026,186079.13807823588
2027,146870.0950719438
2028,152445.3007441307
2029,170223.35070724608
