id,country_id,season,stage,date,hometeam_id,awayteam_id,home_goal,away_goal
22658,21518,2011/2012,1,2012-01-21,8560,9906,0,4
22659,21518,2011/2012,1,2012-01-22,8633,8315,4,1
22660,21518,2011/2012,1,2012-01-22,9864,8634,1,4
22661,21518,2011/2012,1,2012-01-23,10205,9869,3,0
22662,21518,2011/2012,1,2012-01-21,8603,8302,1,1
22663,21518,2011/2012,1,2012-01-22,8371,10267,1,1
22664,21518,2011/2012,1,2012-01-21,8696,8305,1,2
22665,21518,2011/2012,1,2012-01-21,8558,7878,3,0
22666,21518,2011/2012,1,2012-01-22,8581,8394,0,0
22667,21518,2011/2012,1,2012-01-22,8370,8661,0,1
22668,21518,2011/2012,10,2011-10-26,8305,8371,2,2
22669,21518,2011/2012,10,2011-10-27,8558,8603,1,0
22670,21518,2011/2012,10,2011-10-26,8661,9869,1,2
22671,21518,2011/2012,10,2011-10-26,8581,8560,3,2
22672,21518,2011/2012,10,2011-10-27,8315,9906,3,0
22673,21518,2011/2012,10,2011-10-26,8633,10205,3,0
22674,21518,2011/2012,10,2011-10-25,8302,8696,2,2
22675,21518,2011/2012,10,2011-10-26,8394,10267,0,1
22676,21518,2011/2012,10,2011-10-26,8370,9864,2,0
22677,21518,2011/2012,10,2011-10-25,7878,8634,0,1
22678,21518,2011/2012,11,2011-10-30,8371,8581,2,0
22679,21518,2011/2012,11,2011-10-30,8696,8603,1,0
22680,21518,2011/2012,11,2011-10-30,9869,8315,1,1
22681,21518,2011/2012,11,2011-10-29,8560,8633,0,1
22682,21518,2011/2012,11,2011-10-30,9906,8394,3,1
22683,21518,2011/2012,11,2011-10-29,10205,8370,2,0
22684,21518,2011/2012,11,2011-10-31,8302,7878,1,2
22685,21518,2011/2012,11,2011-10-29,10267,8305,3,1
22686,21518,2011/2012,11,2011-10-30,9864,8558,2,1
22687,21518,2011/2012,11,2011-10-29,8634,8661,5,0
22688,21518,2011/2012,12,2011-11-06,8370,8560,4,0
22689,21518,2011/2012,12,2011-11-06,7878,8696,0,0
22690,21518,2011/2012,12,2011-11-06,8305,9906,3,2
22691,21518,2011/2012,12,2011-11-06,8558,10205,0,0
22692,21518,2011/2012,12,2011-11-05,8661,8302,0,0
22693,21518,2011/2012,12,2011-11-05,8581,10267,0,2
22694,21518,2011/2012,12,2011-11-05,8603,9864,0,0
22695,21518,2011/2012,12,2011-11-06,8315,8634,2,2
22696,21518,2011/2012,12,2011-11-06,8633,8371,7,1
22697,21518,2011/2012,12,2011-11-06,8394,9869,2,2
22698,21518,2011/2012,13,2011-11-20,8560,8558,0,0
22699,21518,2011/2012,13,2011-12-07,7878,8661,2,2
22700,21518,2011/2012,13,2011-11-20,9906,8581,3,2
22701,21518,2011/2012,13,2011-11-19,10205,8603,1,0
22702,21518,2011/2012,13,2011-11-20,8302,8315,1,2
22703,21518,2011/2012,13,2011-11-19,10267,8633,2,3
22704,21518,2011/2012,13,2011-11-21,8696,9864,1,3
22705,21518,2011/2012,13,2011-11-19,8634,8394,4,0
22706,21518,2011/2012,13,2011-11-20,8371,8370,0,0
22707,21518,2011/2012,13,2011-11-20,9869,8305,2,1
22708,21518,2011/2012,14,2011-11-27,8558,8371,1,2
22709,21518,2011/2012,14,2011-11-27,8661,8696,2,1
22710,21518,2011/2012,14,2011-11-27,8581,9869,4,0
22711,21518,2011/2012,14,2011-11-27,8603,8560,2,3
22712,21518,2011/2012,14,2011-11-27,8315,7878,0,1
22713,21518,2011/2012,14,2011-11-26,8633,9906,4,1
22714,21518,2011/2012,14,2011-11-28,9864,10205,2,1
22715,21518,2011/2012,14,2011-11-27,8394,8302,0,1
22716,21518,2011/2012,14,2011-11-26,8370,10267,1,2
22717,21518,2011/2012,14,2011-11-26,8305,8634,1,0
22718,21518,2011/2012,15,2011-12-04,9906,8370,3,1
22719,21518,2011/2012,15,2011-12-03,8696,10205,1,0
22720,21518,2011/2012,15,2011-12-05,8302,8305,3,0
22721,21518,2011/2012,15,2011-12-03,10267,8558,2,1
22722,21518,2011/2012,15,2011-12-03,8634,8581,5,0
22723,21518,2011/2012,15,2011-12-04,8371,8603,2,1
22724,21518,2011/2012,15,2011-12-04,8661,8315,1,1
22725,21518,2011/2012,15,2011-12-03,9869,8633,0,3
22726,21518,2011/2012,15,2011-12-04,8560,9864,3,2
22727,21518,2011/2012,15,2011-12-04,7878,8394,1,0
22728,21518,2011/2012,16,2011-12-11,9864,8371,1,1
22729,21518,2011/2012,16,2011-12-11,8394,8661,0,1
22730,21518,2011/2012,16,2011-12-11,8370,9869,1,3
22731,21518,2011/2012,16,2011-12-11,10205,8560,1,1
22732,21518,2011/2012,16,2011-12-11,8305,7878,1,0
22733,21518,2011/2012,16,2011-12-11,8558,9906,4,2
22734,21518,2011/2012,16,2011-12-10,8581,8302,1,0
22735,21518,2011/2012,16,2011-12-10,8603,10267,2,1
22736,21518,2011/2012,16,2011-12-11,8315,8696,1,1
22737,21518,2011/2012,16,2011-12-10,8633,8634,1,3
22738,21518,2011/2012,17,2011-12-17,9869,8558,1,2
22739,21518,2011/2012,17,2011-12-18,8696,8560,0,0
22740,21518,2011/2012,17,2011-12-18,7878,8581,2,1
22741,21518,2011/2012,17,2011-12-18,9906,8603,0,2
22742,21518,2011/2012,17,2011-12-17,8302,8633,2,6
22743,21518,2011/2012,17,2011-12-18,10267,9864,2,0
22744,21518,2011/2012,17,2011-12-17,8315,8394,2,1
22745,21518,2011/2012,17,2011-11-29,8634,8370,4,0
22746,21518,2011/2012,17,2011-12-18,8371,10205,2,1
22747,21518,2011/2012,17,2011-12-17,8661,8305,1,2
22748,21518,2011/2012,18,2012-01-08,8305,8315,0,0
22749,21518,2011/2012,18,2012-01-07,8581,8661,0,0
22750,21518,2011/2012,18,2012-01-07,8633,7878,5,1
22751,21518,2011/2012,18,2012-01-08,8370,8302,2,1
22752,21518,2011/2012,18,2012-01-08,8558,8634,1,1
22753,21518,2011/2012,18,2012-01-08,8603,9869,2,0
22754,21518,2011/2012,18,2012-01-07,9864,9906,0,0
22755,21518,2011/2012,18,2012-01-08,10205,10267,2,2
22756,21518,2011/2012,18,2012-01-07,8560,8371,0,0
22757,21518,2011/2012,18,2012-01-07,8696,8394,1,0
22758,21518,2011/2012,19,2012-01-15,8634,8603,4,2
22759,21518,2011/2012,19,2012-01-15,8371,8696,0,2
22760,21518,2011/2012,19,2012-01-14,8661,8633,1,2
22761,21518,2011/2012,19,2012-01-15,9869,9864,2,1
22762,21518,2011/2012,19,2012-01-14,7878,8370,1,2
22763,21518,2011/2012,19,2012-01-15,9906,10205,3,0
22764,21518,2011/2012,19,2012-01-14,8394,8305,1,1
22765,21518,2011/2012,19,2012-01-14,8302,8558,0,0
22766,21518,2011/2012,19,2012-01-14,10267,8560,0,1
22767,21518,2011/2012,19,2012-01-15,8315,8581,3,0
22768,21518,2011/2012,2,2011-08-27,10267,8696,4,3
22769,21518,2011/2012,2,2011-08-28,9906,8371,0,0
22770,21518,2011/2012,2,2011-08-27,9869,8560,1,2
22771,21518,2011/2012,2,2011-08-29,8634,10205,5,0
22772,21518,2011/2012,2,2011-08-28,8302,9864,2,1
22773,21518,2011/2012,2,2011-08-27,7878,8603,0,1
22774,21518,2011/2012,2,2011-08-28,8661,8558,1,0
22775,21518,2011/2012,2,2011-08-28,8315,8370,1,1
22776,21518,2011/2012,2,2011-08-28,8394,8633,0,6
22777,21518,2011/2012,2,2011-08-28,8305,8581,1,1
22778,21518,2011/2012,20,2012-05-01,7878,8558,2,1
22779,21518,2011/2012,20,2012-05-02,9906,8560,1,1
22780,21518,2011/2012,20,2012-05-02,8302,8603,1,2
22781,21518,2011/2012,20,2012-05-02,8394,8581,1,0
22782,21518,2011/2012,20,2012-05-02,8315,8633,0,3
22783,21518,2011/2012,20,2012-05-02,10267,8371,4,0
22784,21518,2011/2012,20,2012-05-02,8661,8370,1,0
22785,21518,2011/2012,20,2012-05-02,8634,9864,4,1
22786,21518,2011/2012,20,2012-05-01,8305,8696,1,1
22787,21518,2011/2012,20,2012-05-01,9869,10205,2,3
22788,21518,2011/2012,21,2012-01-28,8370,8315,2,3
22789,21518,2011/2012,21,2012-01-29,8696,10267,2,2
22790,21518,2011/2012,21,2012-01-29,9864,8302,2,1
22791,21518,2011/2012,21,2012-01-28,8633,8394,3,1
22792,21518,2011/2012,21,2012-01-30,8371,9906,0,1
22793,21518,2011/2012,21,2012-01-29,8603,7878,1,2
22794,21518,2011/2012,21,2012-01-29,8581,8305,1,2
22795,21518,2011/2012,21,2012-01-29,8560,9869,5,1
22796,21518,2011/2012,21,2012-01-28,8558,8661,1,0
22797,21518,2011/2012,21,2012-01-28,10205,8634,0,0
22798,21518,2011/2012,22,2012-02-05,8394,8370,1,2
22799,21518,2011/2012,22,2012-02-05,9906,10267,0,0
22800,21518,2011/2012,22,2012-02-06,7878,9864,2,1
22801,21518,2011/2012,22,2012-02-04,8305,8633,0,1
22802,21518,2011/2012,22,2012-02-05,9869,8371,1,1
22803,21518,2011/2012,22,2012-02-04,8661,8603,1,0
22804,21518,2011/2012,22,2012-02-04,8581,8696,1,1
22805,21518,2011/2012,22,2012-02-04,8634,8560,2,1
22806,21518,2011/2012,22,2012-02-04,8315,8558,3,3
22807,21518,2011/2012,22,2012-02-05,8302,10205,1,2
22808,21518,2011/2012,23,2012-02-12,9864,8661,3,1
22809,21518,2011/2012,23,2012-02-12,8633,8581,4,2
22810,21518,2011/2012,23,2012-02-11,8371,8634,3,2
22811,21518,2011/2012,23,2012-02-11,8603,8315,2,1
22812,21518,2011/2012,23,2012-02-13,8560,8302,2,0
22813,21518,2011/2012,23,2012-02-12,8558,8394,0,2
22814,21518,2011/2012,23,2012-02-11,8696,9906,0,0
22815,21518,2011/2012,23,2012-02-12,10205,7878,3,1
22816,21518,2011/2012,23,2012-02-12,8370,8305,2,0
22817,21518,2011/2012,23,2012-02-12,10267,9869,4,0
22818,21518,2011/2012,24,2012-02-19,8315,9864,3,0
22819,21518,2011/2012,24,2012-02-18,8633,8696,4,0
22820,21518,2011/2012,24,2012-02-18,8302,8371,2,0
22821,21518,2011/2012,24,2012-02-20,8394,8603,0,2
22822,21518,2011/2012,24,2012-02-19,7878,8560,4,1
22823,21518,2011/2012,24,2012-02-18,8305,8558,1,1
22824,21518,2011/2012,24,2012-02-19,9869,9906,1,1
22825,21518,2011/2012,24,2012-02-19,8661,10205,4,0
22826,21518,2011/2012,24,2012-02-19,8581,8370,3,5
22827,21518,2011/2012,24,2012-02-19,8634,10267,5,1
22828,21518,2011/2012,25,2012-02-25,8603,8305,1,1
22829,21518,2011/2012,25,2012-02-25,8696,9869,1,1
22830,21518,2011/2012,25,2012-02-26,8560,8661,1,0
22831,21518,2011/2012,25,2012-02-25,8558,8581,1,2
22832,21518,2011/2012,25,2012-02-26,9906,8634,1,2
22833,21518,2011/2012,25,2012-02-26,10205,8315,2,2
22834,21518,2011/2012,25,2012-02-26,8370,8633,0,1
22835,21518,2011/2012,25,2012-02-26,10267,8302,1,2
22836,21518,2011/2012,25,2012-02-25,9864,8394,5,1
22837,21518,2011/2012,25,2012-02-26,8371,7878,2,1
22838,21518,2011/2012,26,2012-03-04,8394,10205,2,1
22839,21518,2011/2012,26,2012-03-03,8370,8696,4,2
22840,21518,2011/2012,26,2012-03-04,7878,10267,0,1
22841,21518,2011/2012,26,2012-03-03,8305,9864,1,3
22842,21518,2011/2012,26,2012-03-03,8661,8371,1,1
22843,21518,2011/2012,26,2012-03-05,8581,8603,3,1
22844,21518,2011/2012,26,2012-03-03,8634,9869,3,1
22845,21518,2011/2012,26,2012-03-04,8315,8560,2,0
22846,21518,2011/2012,26,2012-03-04,8633,8558,5,0
22847,21518,2011/2012,26,2012-03-03,8302,9906,1,1
22848,21518,2011/2012,27,2012-03-11,8371,8315,2,1
22849,21518,2011/2012,27,2012-03-10,9864,8581,1,0
22850,21518,2011/2012,27,2012-03-10,9869,8302,1,0
22851,21518,2011/2012,27,2012-03-10,8560,8394,3,0
22852,21518,2011/2012,27,2012-03-10,8603,8633,2,3
22853,21518,2011/2012,27,2012-03-11,9906,7878,2,0
22854,21518,2011/2012,27,2012-03-12,10205,8305,1,2
22855,21518,2011/2012,27,2012-03-11,8558,8370,5,1
22856,21518,2011/2012,27,2012-03-11,10267,8661,2,2
22857,21518,2011/2012,27,2012-03-11,8696,8634,0,2
22858,21518,2011/2012,28,2012-03-17,8305,8560,1,0
22859,21518,2011/2012,28,2012-03-19,8558,8696,3,1
22860,21518,2011/2012,28,2012-03-18,8661,9906,2,1
22861,21518,2011/2012,28,2012-03-18,8581,10205,1,0
22862,21518,2011/2012,28,2012-03-18,8315,10267,0,3
22863,21518,2011/2012,28,2012-03-18,8633,9864,1,1
22864,21518,2011/2012,28,2012-03-17,8302,8634,0,2
22865,21518,2011/2012,28,2012-03-17,8394,8371,1,1
22866,21518,2011/2012,28,2012-03-17,8370,8603,3,0
22867,21518,2011/2012,28,2012-03-17,7878,9869,2,1
22868,21518,2011/2012,29,2012-03-20,8371,8305,0,0
22869,21518,2011/2012,29,2012-03-22,8603,8558,1,1
22870,21518,2011/2012,29,2012-03-21,9869,8661,2,3
22871,21518,2011/2012,29,2012-03-21,8560,8581,1,3
22872,21518,2011/2012,29,2012-03-21,9906,8315,2,1
